Date,Time,Month,epoch_format,zigduino-3:humidity,zigduino-3:temperature,zigduino-4:humidity,zigduino-4:temperature
2020-01-17,06:00:00,1,1579240800000.0,10.015397556499115,21.36962539647174,1.0,24.01234753512012
2020-01-17,08:00:00,1,1579248000000.0,9.383508604416388,21.60345012037304,1.0,24.19926429406705
2020-01-17,10:00:00,1,1579255200000.0,9.991964641518086,21.686075188905992,1.0,24.167858654177888
2020-01-17,12:00:00,1,1579262400000.0,10.844972685098549,21.72036215413454,1.0,23.97050893251566
2020-01-17,14:00:00,1,1579269600000.0,12.5950977831872,21.84453985943384,1.0,24.33944020253247
2020-01-17,16:00:00,1,1579276800000.0,13.839713932538062,21.74678175440344,1.0,24.335787562653813
2020-01-17,18:00:00,1,1579284000000.0,14.300693958308148,21.445098654683218,1.0,23.32902846458733
2020-01-17,20:00:00,1,1579291200000.0,14.35435401084396,21.211190884886644,1.0,23.043491227945196
2020-01-17,22:00:00,1,1579298400000.0,13.849263779195256,21.05403891039035,1.0,22.88119433093683
2020-01-18,00:00:00,1,1579305600000.0,13.032597266838,20.959663358221043,1.0,22.743731645962047
2020-01-18,02:00:00,1,1579312800000.0,12.033529688843569,20.84636037310583,1.0,22.60797096918309
2020-01-18,04:00:00,1,1579320000000.0,11.162684087949888,20.720067744401508,1.0,22.52149776816619
2020-01-18,06:00:00,1,1579327200000.0,10.833235090702685,20.619226369829704,1.0,22.480058821701032
2020-01-18,08:00:00,1,1579334400000.0,11.110012726067596,20.60008452146255,1.0,22.40403833818576
2020-01-18,10:00:00,1,1579341600000.0,10.888364973455486,20.54611841703801,1.0,22.37238647428848
2020-01-18,12:00:00,1,1579348800000.0,10.759528937036867,20.50004206999641,1.0,22.3172058663952
2020-01-18,14:00:00,1,1579356000000.0,10.004794968967056,20.46904299442199,1.0,22.2846650182574
2020-01-18,16:00:00,1,1579363200000.0,9.75439635755437,20.319940415359515,1.0,22.24122857305248
2020-01-18,18:00:00,1,1579370400000.0,9.743079447074251,20.29288955290477,1.0,22.18788452132389
2020-01-18,20:00:00,1,1579377600000.0,10.02183432813748,20.278123256184244,1.0,22.11196929544875
2020-01-18,22:00:00,1,1579384800000.0,9.917728440317822,20.208202527323984,1.0,22.088980360462337
2020-01-19,00:00:00,1,1579392000000.0,9.66413551506296,20.13043802387332,1.0,22.042827256346733
2020-01-19,02:00:00,1,1579399200000.0,9.06079913439184,20.05541556365357,1.0,22.019183918363566
2020-01-19,04:00:00,1,1579406400000.0,8.991207368342778,19.994699180452173,1.0,21.95586857376452
2020-01-19,06:00:00,1,1579413600000.0,9.097433858124408,19.91001227767617,1.0,21.905635812480615
2020-01-19,08:00:00,1,1579420800000.0,8.676592982880827,19.777749644619437,1.0,21.60475361261941
